	keyword	name	page_url	page_fan	page_id			
161	애슐리(Ashley) 	Gnomeo and Juliet	https://www.facebook.com/GnomeoandJulietMovie/	2491276	1.3224E+14	brands	SOUTH KOREA	애슐리(Ashley)?SOUTH KOREA
162	해피포인트 (Happy Point) 	해피포인트 (Happy Point)	https://www.facebook.com/happypointcard/	214185	3.41912E+14	brands	SOUTH KOREA	해피포인트 (Happy Point)?SOUTH KOREA
163	Airbnb 	Airbnb	https://www.facebook.com/AirbnbKorea/	9466219	6.25947E+14	brands	SOUTH KOREA	Airbnb?SOUTH KOREA
164	Gap 	Gap	https://www.facebook.com/KoreaGap/	8799232	4.02987E+14	brands	SOUTH KOREA	Gap?SOUTH KOREA
165	GS&POINT 	Gshow - O Entretenimento da Globo	https://www.facebook.com/portalgshow/	10602972	2.67513E+14	brands	SOUTH KOREA	GS&POINT?SOUTH KOREA
166	FILA Korea 	FILA Korea	https://www.facebook.com/FILAKOREA/	237766	1.58993E+14	brands	SOUTH KOREA	FILA Korea?SOUTH KOREA
167	Skyscanner 	Skyscanner	https://www.facebook.com/SkyscannerKorea/	9336145	3.03702E+14	brands	SOUTH KOREA	Skyscanner?SOUTH KOREA
168	Post-it 	Post-it	https://www.facebook.com/postitkr/	4572912	8.01668E+14	brands	SOUTH KOREA	Post-it?SOUTH KOREA
169	이마트몰 emart.com 	이마트몰 emart.com	https://www.facebook.com/emartmall/	208330	3.90001E+14	brands	SOUTH KOREA	이마트몰 emart.com?SOUTH KOREA
170	IKEA 이케아 	IKEA 이케아	https://www.facebook.com/IKEA.kr/	25141290	6.77726E+14	brands	SOUTH KOREA	IKEA 이케아?SOUTH KOREA
171	리디북스 	리디북스	https://www.facebook.com/ridibooks/	209875	1.8568E+14	brands	SOUTH KOREA	리디북스?SOUTH KOREA
172	뉴발란스 퍼포먼스 - New Balance Performance Korea 	뉴발란스 퍼포먼스 - New Balance Performance Korea	https://www.facebook.com/NBPerformanceKR/	205516	3.41059E+14	brands	SOUTH KOREA	뉴발란스 퍼포먼스 - New Balance Performance Korea?SOUTH KOREA
173	VDL Cosmetics 	VDL Cosmetics	https://www.facebook.com/vdl.cosmetics/	295963	3.81659E+14	brands	SOUTH KOREA	VDL Cosmetics?SOUTH KOREA
174	렉서스(Lexus Korea) 	렉서스(Lexus Korea)	https://www.facebook.com/lexusKR/	207760	2.15423E+14	brands	SOUTH KOREA	렉서스(Lexus Korea)?SOUTH KOREA
175	Buddy Up 	Buddy Up	https://www.facebook.com/8Cups/	198847	4.43991E+14	brands	SOUTH KOREA	Buddy Up?SOUTH KOREA
176	알바천국 	알바천국	https://www.facebook.com/albachunkuk/	195020	1.3816E+14	brands	SOUTH KOREA	알바천국?SOUTH KOREA
177	SK이노베이션 	SK이노베이션	https://www.facebook.com/IF.SKinnovation/	199991	1.43039E+15	brands	SOUTH KOREA	SK이노베이션?SOUTH KOREA
178	왓슨스 	왓슨스	https://www.facebook.com/watsonskorea/	189382	6.41418E+14	brands	SOUTH KOREA	왓슨스?SOUTH KOREA
179	Durex 	Durex	https://www.facebook.com/DurexIndia/	11365695	3.04211E+14	brands	SOUTH KOREA	Durex?SOUTH KOREA
180	SC제일은행 	SC제일은행	https://www.facebook.com/StandardCharteredKR/	210682	3.71093E+14	brands	SOUTH KOREA	SC제일은행?SOUTH KOREA
181	"에이비씨마트코리아 (ABCMARTKOREA, ABC마트) "	"에이비씨마트코리아 (ABCMARTKOREA, ABC마트)"	https://www.facebook.com/abcmartkorea/	202113	1.56072E+14	brands	SOUTH KOREA	"에이비씨마트코리아 (ABCMARTKOREA, ABC마트)?SOUTH KOREA"
182	뚜레쥬르 	뚜레쥬르	https://www.facebook.com/TOUSlesJOURS/	199221	1.15814E+14	brands	SOUTH KOREA	뚜레쥬르?SOUTH KOREA
183	KT그룹 	KT그룹	https://www.facebook.com/withKTgroup/	202467	3.50196E+14	brands	SOUTH KOREA	KT그룹?SOUTH KOREA
184	카카오게임 - kakaogame 	카카오게임 - kakaogame	https://www.facebook.com/kakaogameteam/	186259	1.82006E+14	brands	SOUTH KOREA	카카오게임 - kakaogame?SOUTH KOREA
185	코오롱스포츠 Kolon Sport 	코오롱스포츠 Kolon Sport	https://www.facebook.com/kolonsport/	202855	1.32679E+14	brands	SOUTH KOREA	코오롱스포츠 Kolon Sport?SOUTH KOREA
186	Mamonde 	Mamonde	https://www.facebook.com/mamonde.kr/	228148	1.52557E+14	brands	SOUTH KOREA	Mamonde?SOUTH KOREA
187	LOHB's-롭스 	LOHB's-롭스	https://www.facebook.com/Lovelohbs/	187297	4.21854E+14	brands	SOUTH KOREA	LOHB's-롭스?SOUTH KOREA
188	Louis Vuitton 	Louis Vuitton	https://www.facebook.com/LouisVuitton/	20581047	2.15138E+11	brands	GLOBAL	Louis Vuitton?GLOBAL
189	투썸플레이스 	투썸플레이스	https://www.facebook.com/ATWOSOMEPLACE/	185173	2.40426E+14	brands	SOUTH KOREA	투썸플레이스?SOUTH KOREA
190	GS칼텍스(GS Caltex) 	GS칼텍스(GS Caltex)	https://www.facebook.com/insightofgscaltex/	192587	1.2372E+14	brands	SOUTH KOREA	GS칼텍스(GS Caltex)?SOUTH KOREA
191	BBQ - 비비큐치킨 	BBQ - 비비큐치킨	https://www.facebook.com/bbqfb/	1157631	1.86128E+14	brands	SOUTH KOREA	BBQ - 비비큐치킨?SOUTH KOREA
192	Cass(카스) 	Cass(카스)	https://www.facebook.com/Cass.kr/	198358	1.81925E+14	brands	SOUTH KOREA	Cass(카스)?SOUTH KOREA
193	치킨마루 	치킨마루	https://www.facebook.com/chickenmaru9057577/	180053	4.90971E+14	brands	SOUTH KOREA	치킨마루?SOUTH KOREA
194	NS홈쇼핑 	NS홈쇼핑	https://www.facebook.com/NSshopping/	191602	2.07298E+14	brands	SOUTH KOREA	NS홈쇼핑?SOUTH KOREA
195	대명리조트 - Daemyungresort 	대명리조트 - Daemyungresort	https://www.facebook.com/daemyungfamily/	232245	1.06841E+14	brands	SOUTH KOREA	대명리조트 - Daemyungresort?SOUTH KOREA
196	Folder 	Folder	https://www.facebook.com/folderkorea/	292178	2.87179E+14	brands	SOUTH KOREA	Folder?SOUTH KOREA
197	바닐라코(BANILA CO) 	바닐라코(BANILA CO)	https://www.facebook.com/banilaco/	235210	1.68019E+14	brands	SOUTH KOREA	바닐라코(BANILA CO)?SOUTH KOREA
198	HERA 	DIARIO EL HERALDO	https://www.facebook.com/diarioelheraldo/	1350292	21935701184	brands	SOUTH KOREA	HERA?SOUTH KOREA
199	Lotte Duty Free 	Lotte Duty Free	https://www.facebook.com/LOTTEDFS/	1332425	2.44954E+14	brands	SOUTH KOREA	Lotte Duty Free?SOUTH KOREA
200	Lenovo korea[한국레노버] 	Lenovo korea[한국레노버]	https://www.facebook.com/lenovokorea/	203896	1.90617E+14	brands	SOUTH KOREA	Lenovo korea[한국레노버]?SOUTH KOREA
201	CJ 	CJ ONE	https://www.facebook.com/CJONEcard/	1392276	1.61345E+14	brands	SOUTH KOREA	CJ?SOUTH KOREA
202	Intel 	Intel	https://www.facebook.com/IntelKorea/	38757222	1.68356E+14	brands	SOUTH KOREA	Intel?SOUTH KOREA
203	컴투스 (Com2uS) 	컴투스 (Com2uS)	https://www.facebook.com/com2uskor/	885652	1.02302E+14	brands	SOUTH KOREA	컴투스 (Com2uS)?SOUTH KOREA
204	Estee Lauder KR 에스티 로더 	Estee Lauder KR 에스티 로더	https://www.facebook.com/EsteeLauderKR/	188969	1.33329E+14	brands	SOUTH KOREA	Estee Lauder KR 에스티 로더?SOUTH KOREA
205	노랑풍선 	노랑풍선	https://www.facebook.com/yellowballoontour/	177873	1.64637E+14	brands	SOUTH KOREA	노랑풍선?SOUTH KOREA
206	삼성생명 	삼성생명	https://www.facebook.com/samsunglife/	174633	1.72073E+14	brands	SOUTH KOREA	삼성생명?SOUTH KOREA
207	오휘(O HUI) 	오휘(O HUI)	https://www.facebook.com/ohui.beautifulface/	197906	2.08169E+14	brands	SOUTH KOREA	오휘(O HUI)?SOUTH KOREA
208	H&M 	Pizza Hut	https://www.facebook.com/pizzahutus/	30787637	6053772414	brands	GLOBAL	H&M?GLOBAL
209	인터넷교보문고 	인터넷교보문고	https://www.facebook.com/inkkyobobook/	175331	1.01973E+14	brands	SOUTH KOREA	인터넷교보문고?SOUTH KOREA
210	Ralph Lauren 	Ralph Lauren	https://www.facebook.com/RalphLaurenKorea/	8885476	3.81428E+14	brands	SOUTH KOREA	Ralph Lauren?SOUTH KOREA
211	Le Coq Sportif Korea(르꼬끄) 	Le Coq Sportif Korea(르꼬끄)	https://www.facebook.com/lecoqsportif.korea/	175016	2.77188E+14	brands	SOUTH KOREA	Le Coq Sportif Korea(르꼬끄)?SOUTH KOREA
212	파스퇴르(Pasteur) 	파스퇴르(Pasteur)	https://www.facebook.com/pasteurkorea/	255501	2.68224E+14	brands	SOUTH KOREA	파스퇴르(Pasteur)?SOUTH KOREA
213	Baristar 	Baristar	https://www.facebook.com/baristar.kr/	174198	4.64459E+14	brands	SOUTH KOREA	Baristar?SOUTH KOREA
214	Clinique 	Clinique	https://www.facebook.com/CliniqueKorea/	10655886	1.50625E+14	brands	SOUTH KOREA	Clinique?SOUTH KOREA
215	바나나맛우유 	바나나맛우유	https://www.facebook.com/bingbalove/	172042	2.6144E+14	brands	SOUTH KOREA	바나나맛우유?SOUTH KOREA
216	밀레 Millet Korea 	밀레 Millet Korea	https://www.facebook.com/MilletKorea/	187270	2.07422E+14	brands	SOUTH KOREA	밀레 Millet Korea?SOUTH KOREA
217	Korean Air	Korean Air	https://www.facebook.com/KoreanAir.SE/	460449	1.82419E+11	brands	SOUTH KOREA	"Korean Air?GLOBAL, SOUTH KOREA"
218	쿠차 핫딜쇼핑포털 	쿠차 핫딜쇼핑포털	https://www.facebook.com/coocha.co.kr/	160676	1.94717E+14	brands	SOUTH KOREA	쿠차 핫딜쇼핑포털?SOUTH KOREA
219	E-Land Group 	E-Land Group	https://www.facebook.com/elandgroup/	195724	4.55868E+14	brands	SOUTH KOREA	E-Land Group?SOUTH KOREA
220	It's skin 잇츠스킨 	It's skin 잇츠스킨	https://www.facebook.com/itsskinkr/	179892	2.817E+14	brands	SOUTH KOREA	It's skin 잇츠스킨?SOUTH KOREA
221	Nike Football 	Nike Football	https://www.facebook.com/nikefootball/	45118418	51212153078	brands	GLOBAL	Nike Football?GLOBAL
222	"갤러리아 명품관, Galleria Luxury Hall "	"갤러리아 명품관, Galleria Luxury Hall"	https://www.facebook.com/galleria.luxury/	187462	1.29769E+14	brands	SOUTH KOREA	"갤러리아 명품관, Galleria Luxury Hall?SOUTH KOREA"
223	Burberry 버버리 	Burberry 버버리	https://www.facebook.com/BurberryKR/	17300782	6.99363E+14	brands	SOUTH KOREA	Burberry 버버리?SOUTH KOREA
224	Yogiyo (요기요) 	Yogiyo (요기요)	https://www.facebook.com/Yogiyokorea/	159286	3.69698E+14	brands	SOUTH KOREA	Yogiyo (요기요)?SOUTH KOREA
225	하나카드 	하나카드	https://www.facebook.com/hanacard/	159085	1.6052E+14	brands	SOUTH KOREA	하나카드?SOUTH KOREA
226	호텔스닷컴 (Hotels.com Korea) 	호텔스닷컴 (Hotels.com Korea)	https://www.facebook.com/Hotels.comKR/	3273017	1.83908E+14	brands	SOUTH KOREA	호텔스닷컴 (Hotels.com Korea)?SOUTH KOREA
227	블랙야크 BLACKYAK 	블랙야크 BLACKYAK	https://www.facebook.com/BLACKYAK/	168419	2.06007E+14	brands	SOUTH KOREA	블랙야크 BLACKYAK?SOUTH KOREA
228	Beauty&Health Drink(트레비&아이시스&델몬트) 	MetDaan Beauty	https://www.facebook.com/MetDaanBeauty/	4751508	4.67213E+14	brands	SOUTH KOREA	Beauty&Health Drink(트레비&아이시스&델몬트)?SOUTH KOREA
229	할리스커피(Hollys Coffee) 	할리스커피(Hollys Coffee)	https://www.facebook.com/EnjoyHollys/	166830	2.82251E+14	brands	SOUTH KOREA	할리스커피(Hollys Coffee)?SOUTH KOREA
230	포키&프리츠 	포키&프리츠	https://www.facebook.com/HappyPocky/	167921	1.37566E+15	brands	SOUTH KOREA	포키&프리츠?SOUTH KOREA
231	공차 코리아 (Gong Cha Korea) 	공차 코리아 (Gong Cha Korea)	https://www.facebook.com/GongCha.Korea/	170369	1.6095E+14	brands	SOUTH KOREA	공차 코리아 (Gong Cha Korea)?SOUTH KOREA
232	Primera 	Primera Plus	https://www.facebook.com/PrimeraPlus/	347817	3.1806E+11	brands	SOUTH KOREA	Primera?SOUTH KOREA
233	배달통 	배달통	https://www.facebook.com/bdtong/	155236	1.55897E+14	brands	SOUTH KOREA	배달통?SOUTH KOREA
234	잡플래닛 - Jobplanet 	잡플래닛 - Jobplanet	https://www.facebook.com/jobplanetkorea/	154151	1.47894E+15	brands	SOUTH KOREA	잡플래닛 - Jobplanet?SOUTH KOREA
235	Smirnoff 	Smirnoff	https://www.facebook.com/smirnoffus/	14253905	1.17984E+14	brands	SOUTH KOREA	Smirnoff?SOUTH KOREA
236	오리온 ORION 	오리온 ORION	https://www.facebook.com/onlyorion/	152399	6.57911E+14	brands	SOUTH KOREA	오리온 ORION?SOUTH KOREA
237	Chevrolet 쉐보레 	Chevrolet 쉐보레	https://www.facebook.com/chevroletkorea/	19666648	1.2782E+14	brands	SOUTH KOREA	Chevrolet 쉐보레?SOUTH KOREA
238	리복 클래식 - Reebok Classic Forever 	리복 클래식 - Reebok Classic Forever	https://www.facebook.com/rbk.classic/	170191	2.59802E+14	brands	SOUTH KOREA	리복 클래식 - Reebok Classic Forever?SOUTH KOREA
239	Visa 	Visa	https://www.facebook.com/VisaKorea/	22047094	4.09985E+14	brands	SOUTH KOREA	Visa?SOUTH KOREA
240	ALLSAINTS 	ALLSAINTS	https://www.facebook.com/allsaintskorea/	994263	4.07009E+14	brands	SOUTH KOREA	ALLSAINTS?SOUTH KOREA
241	숨37º 	숨37º	https://www.facebook.com/sum37.beauty/	189235	1.52496E+14	brands	SOUTH KOREA	숨37º?SOUTH KOREA
242	Fitz Super Clear - 피츠 수퍼클리어 	Fitz Super Clear - 피츠 수퍼클리어	https://www.facebook.com/Fitz.SuperClear/	149184	1.43599E+15	brands	SOUTH KOREA	Fitz Super Clear - 피츠 수퍼클리어?SOUTH KOREA
243	hello mobile 	hello mobile	https://www.facebook.com/cjhello.mobile.official/	159528	1.44576E+14	brands	SOUTH KOREA	hello mobile?SOUTH KOREA
244	핫식스&Passion 	핫식스&Passion	https://www.facebook.com/hot6ix/	239029	3.18999E+14	brands	SOUTH KOREA	핫식스&Passion?SOUTH KOREA
245	아디다스 풋볼 	아디다스 풋볼	https://www.facebook.com/adidasfootballkr/	148245	7.40884E+14	brands	SOUTH KOREA	아디다스 풋볼?SOUTH KOREA
246	NVIDIA GeForce Korea 	NVIDIA GeForce Korea	https://www.facebook.com/NVIDIAGeForceKR/	149648	2.1212E+14	brands	SOUTH KOREA	NVIDIA GeForce Korea?SOUTH KOREA
247	Maserati Korea - 마세라티 코리아 	Maserati Korea - 마세라티 코리아	https://www.facebook.com/maserati.korea/	145646	5.86175E+14	brands	SOUTH KOREA	Maserati Korea - 마세라티 코리아?SOUTH KOREA
248	SWAROVSKI 	SWAROVSKI	https://www.facebook.com/swarovski.korea/	5178659	2.41537E+14	brands	SOUTH KOREA	SWAROVSKI?SOUTH KOREA
249	Korea Electric Power Corporation 	Korea Electric Power Corporation	https://www.facebook.com/iamkepco/	153288	3.29677E+14	brands	SOUTH KOREA	Korea Electric Power Corporation?SOUTH KOREA
250	G-Car 	P&G Careers	https://www.facebook.com/brasilpg/	1464887	1.11082E+14	brands	SOUTH KOREA	G-Car?SOUTH KOREA
251	Heineken 	Heineken	https://www.facebook.com/heinekenKR/	23479446	1.50177E+15	brands	SOUTH KOREA	Heineken?SOUTH KOREA
252	SPAO 	SPAO	https://www.facebook.com/SPAOSTORY/	264017	1.09471E+14	brands	SOUTH KOREA	SPAO?SOUTH KOREA
253	Nike+ Run Club 	Nike+ Run Club	https://www.facebook.com/nikerunning/	17040220	65604112975	brands	SOUTH KOREA	Nike+ Run Club?GLOBAL
254	Sticky Monster Lab 	Sticky Monster Lab	https://www.facebook.com/stickymonsterlab/	192016	1.92526E+14	brands	SOUTH KOREA	Sticky Monster Lab?SOUTH KOREA
255	Nike 	Nike Football	https://www.facebook.com/nikefootball/	45118412	51212153078	brands	GLOBAL	Nike?GLOBAL
256	코웨이 스토리 	코웨이 스토리	https://www.facebook.com/cowaystory/	160543	3.3761E+14	brands	SOUTH KOREA	코웨이 스토리?SOUTH KOREA
257	보떼(BEAUT?) 	보떼(BEAUT?)	https://www.facebook.com/beautiful.beaute/	147847	3.86742E+14	brands	SOUTH KOREA	보떼(BEAUT?)?SOUTH KOREA
258	Dr.Jart+ 	Dr.Jart+	https://www.facebook.com/DrJartPage/	150410	1.33157E+14	brands	SOUTH KOREA	Dr.Jart+?SOUTH KOREA
259	인피니티 - INFINITI 	인피니티 - INFINITI	https://www.facebook.com/infiniti.korea/	3832652	3.24652E+14	brands	SOUTH KOREA	인피니티 - INFINITI?SOUTH KOREA
260	MAC Cosmetics 	MAC Cosmetics	https://www.facebook.com/MACCosmeticsKorea/	18645339	1.25124E+14	brands	SOUTH KOREA	MAC Cosmetics?SOUTH KOREA
261	하나금융그룹 (Hana Financial Group) 	하나금융그룹 (Hana Financial Group)	https://www.facebook.com/hanafn/	174975	1.54731E+14	brands	SOUTH KOREA	하나금융그룹 (Hana Financial Group)?SOUTH KOREA
262	롯데렌터카 	롯데렌터카	https://www.facebook.com/lotterentacar/	206816	1.52396E+14	brands	SOUTH KOREA	롯데렌터카?SOUTH KOREA
263	Sony Korea (소니코리아) 	Sony Music Korea (소니뮤직 코리아)	https://www.facebook.com/sonymusickorea/	294997	3.8257E+14	brands	SOUTH KOREA	Sony Korea (소니코리아)?SOUTH KOREA
264	Benefit Cosmetics 	Benefit Cosmetics	https://www.facebook.com/benefitkorea/	6112711	1.79919E+14	brands	SOUTH KOREA	Benefit Cosmetics?SOUTH KOREA
265	코오롱 (KOLON) 	코오롱스포츠 Kolon Sport	https://www.facebook.com/kolonsport/	202855	1.32679E+14	brands	SOUTH KOREA	코오롱 (KOLON)?SOUTH KOREA
266	쌍용자동차 	쌍용자동차	https://www.facebook.com/Ssangyongstory/	150479	1.88825E+14	brands	SOUTH KOREA	쌍용자동차?SOUTH KOREA
267	MINI 	Minions	https://www.facebook.com/minions/	34876816	1.16751E+14	brands	SOUTH KOREA	MINI?SOUTH KOREA
268	노스페이스 (The North Face) 	노스페이스 (The North Face)	https://www.facebook.com/TheNorthFaceKR/	148045	1.40997E+14	brands	SOUTH KOREA	노스페이스 (The North Face)?SOUTH KOREA
269	Soonsiki hair 순시키헤어 	Soonsiki hair 순시키헤어	https://www.facebook.com/soonsikihair/	229450	2.89987E+14	brands	SOUTH KOREA	Soonsiki hair 순시키헤어?SOUTH KOREA
270	Premium Outlets ? Korea (신세계사이먼 프리미엄 아울렛) 	Premium Outlets ? Korea (신세계사이먼 프리미엄 아울렛)	https://www.facebook.com/PremiumOutletsKorea/	189868	2.22407E+14	brands	SOUTH KOREA	Premium Outlets ? Korea (신세계사이먼 프리미엄 아울렛)?SOUTH KOREA
271	Fresh Korea 	Fresh Korea	https://www.facebook.com/FreshKorea/	488931	3.60289E+14	brands	SOUTH KOREA	Fresh Korea?SOUTH KOREA
272	Dahong 	Dahong	https://www.facebook.com/dahongmall/	141488	6.97702E+14	brands	SOUTH KOREA	Dahong?SOUTH KOREA
273	Socialtoy Community 	Socialtoy Community	https://www.facebook.com/socialtoy/	138529	4.43507E+14	brands	SOUTH KOREA	Socialtoy Community?SOUTH KOREA
274	아디다스 농구 (adiCourt) 	아디다스 농구 (adiCourt)	https://www.facebook.com/adiCourt/	136634	2.29408E+14	brands	SOUTH KOREA	아디다스 농구 (adiCourt)?SOUTH KOREA
275	키즈현대 	키즈현대	https://www.facebook.com/kidshyundai/	306316	2.45748E+14	brands	SOUTH KOREA	키즈현대?SOUTH KOREA
276	한국타이어 	한국타이어	https://www.facebook.com/hankooktire.korea/	144914	1.21603E+14	brands	SOUTH KOREA	한국타이어?SOUTH KOREA
277	"예뻐지는 습관, 임블리 "	"예뻐지는 습관, 임블리"	https://www.facebook.com/imvely/	133266	4.1574E+14	brands	SOUTH KOREA	"예뻐지는 습관, 임블리?SOUTH KOREA"
278	케이투 아웃도어 (K2 OUTDOOR) 	케이투 아웃도어 (K2 OUTDOOR)	https://www.facebook.com/k2outdoor/	139592	1.71149E+14	brands	SOUTH KOREA	케이투 아웃도어 (K2 OUTDOOR)?SOUTH KOREA
279	Descente KR - 데상트 	Descente KR - 데상트	https://www.facebook.com/DescenteKR/	134560	1.95324E+14	brands	SOUTH KOREA	Descente KR - 데상트?SOUTH KOREA
280	칸타타&Premium Life 	칸타타&Premium Life	https://www.facebook.com/CANTATACOFFEE/	164337	2.09887E+14	brands	SOUTH KOREA	칸타타&Premium Life?SOUTH KOREA
281	adidas Originals 	adidas Originals	https://www.facebook.com/adidasoriginals/	31438421	9328458887	brands	SOUTH KOREA	adidas Originals?GLOBAL
282	로지텍 Logitech 	로지텍 Logitech	https://www.facebook.com/LogitechKR/	2892304	6.09762E+14	brands	SOUTH KOREA	로지텍 Logitech?SOUTH KOREA
283	AIA생명 한국지점 	AIA생명 한국지점	https://www.facebook.com/aiakorea/	181252	2.57512E+14	brands	SOUTH KOREA	AIA생명 한국지점?SOUTH KOREA
284	MAXIM.KANU (맥심카누) 	MAXIM.KANU (맥심카누)	https://www.facebook.com/maxim.kanu/	139528	2.50291E+14	brands	SOUTH KOREA	MAXIM.KANU (맥심카누)?SOUTH KOREA
285	Montblanc 	Montblanc	https://www.facebook.com/MontblancKorea/	1417882	9.261E+14	brands	SOUTH KOREA	Montblanc?SOUTH KOREA
286	DR.MARTENS_KR 	DR.MARTENS_KR	https://www.facebook.com/DR.MARTENSKR/	131768	1.56628E+14	brands	SOUTH KOREA	DR.MARTENS_KR?SOUTH KOREA
287	Pocarisweat 	ポカリスエット	https://www.facebook.com/pocarisweat.jp/	207178	2.22906E+14	brands	SOUTH KOREA	Pocarisweat?SOUTH KOREA
288	Calvin Klein 	Calvin Klein	https://www.facebook.com/calvinkleinkorea/	12030958	7.15321E+14	brands	SOUTH KOREA	Calvin Klein?SOUTH KOREA
289	3CE 	3CE	https://www.facebook.com/nanda.3ce/	591975	2.67126E+14	brands	THAILAND	3CE?THAILAND
290	Ford Korea 	Ford Korea	https://www.facebook.com/fordkorea/	131880	1.09226E+14	brands		Ford Korea?SOUTH KOREA
291	청하 	청하	https://www.facebook.com/lotte.chungha/	132988	2.86335E+14	brands		청하?SOUTH KOREA
292	KLM Royal Dutch Airlines	KLM Royal Dutch Airlines	https://www.facebook.com/KLM/	12192718	2.73796E+11	brands		"KLM Royal Dutch Airlines?GLOBAL, NETHERLANDS"
293	아웃도어 네파(NEPA) 	아웃도어 네파(NEPA)	https://www.facebook.com/nepafb/	135112	1.23951E+14	brands		아웃도어 네파(NEPA)?SOUTH KOREA
294	SK-II Korea 	SK-II Korea	https://www.facebook.com/skii.korea/	143053	1.14095E+14	brands		SK-II Korea?SOUTH KOREA
295	CNP Cosmetics 	CNP Cosmetics	https://www.facebook.com/cnpcosmetics/	126375	3.28252E+14	brands		CNP Cosmetics?SOUTH KOREA
296	카카오뱅크 	카카오뱅크	https://www.facebook.com/kakaobank.official/	118272	1.7929E+15	brands		카카오뱅크?SOUTH KOREA
297	Korea Samsonite 	Korea Samsonite	https://www.facebook.com/KoreaSamsonite/	140880	1.38688E+14	brands		Korea Samsonite?SOUTH KOREA
298	OSULLOC 오설록 	OSULLOC 오설록	https://www.facebook.com/Jeju.OSULLOC/	130099	1.71719E+14	brands		OSULLOC 오설록?GLOBAL
299	AK몰 	AK몰	https://www.facebook.com/akmallcom/	127869	1.52075E+14	brands		AK몰?SOUTH KOREA
300	Smoothie King Korea 	Smoothie King Korea	https://www.facebook.com/smoothieking.kr/	125696	1.06271E+14	brands		Smoothie King Korea?SOUTH KOREA
301	Bobbi Brown Cosmetics 	Bobbi Brown Cosmetics	https://www.facebook.com/bobbikorea/	4532776	3.22888E+11	brands		Bobbi Brown Cosmetics?SOUTH KOREA
302	에잇세컨즈 - 8seconds 	에잇세컨즈 - 8seconds	https://www.facebook.com/8seconds.kr/	164143	1.63116E+14	brands		에잇세컨즈 - 8seconds?SOUTH KOREA
